null,getNumberOfInstancesOfEachClass ,0,0,0,0,false,null
null,getNumberOfInstancesOfEachClass ,0,0,0,0,false,null
null,getShapesInfoAndComputeSupport ,47,0,47,0,false,null
null,0.1_100,0,0,47,0,false,null
null,extractSHACLShapes-Time.For.Pruning.Only,0,0,47,0,false,null
null,extractSHACLShapes,21,0,68,0,false,null
